516181340.000	0.014	0.014	-0.014
516181350.000	0.000	0.014	-0.014
516181359.000	0.000	0.014	-0.014
516181369.000	0.000	0.000	-0.014
516181380.000	0.014	0.000	-0.014
516181390.000	0.000	0.014	-0.014
516181400.000	0.000	0.014	0.000
516181411.000	0.000	0.000	-0.014
516181421.000	0.000	0.000	-0.014
516181431.000	0.000	-0.014	0.000
516181441.000	0.000	0.000	-0.014
516181452.000	0.014	0.014	-0.014
516181462.000	0.000	0.000	-0.014
516181472.000	0.000	0.000	-0.014
516181482.000	0.000	-0.014	0.000
516181493.000	0.000	0.014	-0.014
516181503.000	0.000	0.014	-0.014
516181512.000	0.000	0.000	0.000
516181522.000	0.000	0.000	-0.014
516181533.000	0.000	0.014	-0.014
516181543.000	0.000	0.027	-0.014
516181553.000	0.000	0.000	0.000
516181563.000	0.000	0.000	-0.014
516181574.000	0.000	0.000	-0.014
516181584.000	0.014	0.000	-0.014
516181594.000	0.000	0.014	-0.014
516181604.000	0.000	0.000	-0.014
516181615.000	0.000	-0.014	0.000
516181625.000	0.000	0.000	-0.014
516181634.000	0.014	0.014	-0.014
516181644.000	0.014	0.014	-0.014
516181655.000	0.014	0.000	0.000
516181665.000	0.000	0.000	0.000
516181674.000	0.000	0.014	-0.014
516181684.000	0.000	0.014	-0.014
516181695.000	0.000	0.000	0.000
516181705.000	0.000	0.014	0.000
516181715.000	0.014	0.014	-0.014
516181725.000	0.000	0.014	-0.014
516181736.000	0.000	0.000	0.000
516181746.000	0.000	0.000	-0.014
516181756.000	0.000	0.000	-0.014
516181767.000	0.000	0.014	-0.014
516181777.000	0.000	0.000	-0.014
516181787.000	0.014	0.000	-0.014
516181797.000	0.000	0.000	0.000
516181807.000	0.000	0.000	0.000
516181818.000	0.014	0.014	-0.014
516181828.000	0.000	0.014	-0.014
516181838.000	0.000	-0.014	0.000
516181849.000	0.014	0.000	0.000
516181859.000	0.014	0.014	-0.014
516181869.000	0.014	0.014	-0.014
516181879.000	0.014	0.000	0.000
516181890.000	0.014	-0.014	0.000
516181900.000	0.000	0.014	-0.014
516181909.000	0.000	0.014	-0.014
516181919.000	0.000	0.000	-0.014
516181930.000	0.014	0.000	-0.014
516181940.000	0.000	0.000	-0.014
516181950.000	0.000	0.000	0.000
516181961.000	0.000	0.014	-0.014
516181971.000	0.000	0.014	-0.014
516181981.000	0.000	0.000	0.000
516181991.000	0.000	0.000	0.000
516182002.000	0.014	0.014	-0.014
516182012.000	0.000	0.014	-0.014
516182021.000	0.000	-0.014	0.000
516182031.000	0.000	0.000	0.000
516182042.000	0.014	0.000	-0.014
516182052.000	0.014	0.014	-0.014
516182062.000	0.000	0.014	0.000
516182072.000	0.000	0.000	0.000
516182083.000	0.014	0.014	-0.014
516182093.000	0.000	0.014	-0.014
516182102.000	0.000	0.000	-0.014
516182112.000	0.000	0.000	0.000
516182123.000	0.000	0.000	-0.014
516182133.000	0.014	0.014	-0.014
516182142.000	0.000	0.014	-0.014
516182152.000	0.000	0.000	-0.014
516182163.000	0.000	0.000	0.000
516182173.000	0.000	0.000	-0.014
516182183.000	0.000	0.014	-0.014
516182193.000	0.014	0.000	-0.014
516182204.000	0.000	0.000	-0.014
