0	100020.687500	109.163406	22.500000
74	100026.265625	108.669014	22.600000
140	100026.375000	108.684761	22.620001
205	100028.453125	108.509979	22.670000
270	100030.195312	108.363647	22.690001
336	100030.484375	108.338753	22.719999
401	100032.398438	108.178192	22.730000
469	100032.757812	108.147713	22.740000
535	100029.750000	108.400734	22.750000
600	100029.257812	108.441895	22.750000
666	100029.781250	108.398193	22.750000
731	100028.515625	108.504898	22.760000
796	100030.523438	108.335701	22.770000
865	100032.531250	108.167015	22.780001
931	100030.812500	108.311821	22.790001
997	100030.195312	108.363647	22.790001
1063	100028.710938	108.488129	22.790001
1129	100023.523438	108.924591	22.790001
1195	100027.765625	108.567902	22.799999
1261	100027.312500	108.606010	22.799999
1327	100025.335938	108.772156	22.799999
1393	100028.640625	108.494225	22.809999
1459	100029.000000	108.464249	22.809999
1525	100025.953125	108.720329	22.820000
1591	100028.062500	108.447990	22.820000
1657	100027.054688	108.627350	22.809999
1728	100028.703125	108.488640	22.820000
1794	100027.125000	108.621758	22.820000
1860	100029.906250	108.387527	22.830000
1926	100028.937500	108.469330	22.830000
1992	100033.531250	108.082680	22.840000
2058	100028.484375	108.507439	22.830000
2124	100025.367188	108.769615	22.830000
2190	100025.625000	108.748276	22.830000
2256	100026.406250	108.682220	22.840000
2322	100031.265625	108.273209	22.840000
2388	100028.031250	108.545036	22.840000
2454	100029.750000	108.400734	22.830000
2523	100027.015625	108.630905	22.830000
2589	100027.218750	108.613625	22.840000
2655	100027.703125	108.572983	22.840000
2721	100026.078125	108.627350	22.840000
2787	100028.062500	108.542496	22.840000
2853	100024.625000	108.831604	22.840000
2919	100027.406250	108.598389	22.840000
2985	100025.468750	108.760979	22.840000
3051	100024.851562	108.812805	22.850000
3117	100027.281250	108.608551	22.850000
3183	100026.632812	108.662910	22.850000
3249	100023.000000	108.968796	22.850000
3315	100027.117188	108.622269	22.850000
3384	100025.984375	108.717789	22.850000
3450	100024.007812	108.883942	22.840000
3516	100026.500000	108.674095	22.850000
3582	100026.140625	108.704582	22.850000
3649	100026.664062	108.660370	22.850000
3715	100027.281250	108.608551	22.850000
3781	100027.218750	108.684761	22.860001
3847	100024.171875	108.870224	22.840000
3913	100024.687500	108.826523	22.850000
3979	100026.046875	108.712204	22.860001
4045	100022.742188	108.990646	22.850000
4111	100027.578125	108.583649	22.870001
4180	100029.031250	108.461708	22.870001
4246	100026.046875	108.712204	22.860001
4312	100026.078125	108.709663	22.860001
4378	100025.500000	108.758438	22.870001
4444	100027.343750	108.603470	22.860001
4510	100022.578125	109.004364	22.850000
4576	100027.890625	108.557228	22.870001
4643	100027.015625	108.630905	22.860001
4709	100027.250000	108.611084	22.870001
4775	100025.437500	108.763519	22.860001
4841	100024.593750	108.834656	22.860001
4907	100026.078125	108.709663	22.860001
4973	100026.437500	108.679176	22.870001
5042	100026.734375	108.654785	22.860001
5108	100027.085938	108.624809	22.870001
5174	100027.507812	108.589241	22.860001
5240	100026.601562	108.665962	22.870001
5306	100026.273438	108.693398	22.870001
5372	100026.734375	108.654785	22.860001
5438	100026.570312	108.668503	22.870001
5504	100028.250000	108.527252	22.870001
5570	100028.250000	108.527252	22.870001
5637	100025.828125	108.730492	22.870001
5703	100026.437500	108.679176	22.870001
5769	100027.765625	108.567902	22.870001
5838	100026.109375	108.707123	22.870001
5903	100024.140625	108.872765	22.860001
5968	100025.335938	108.745224	22.870001
6034	100024.656250	108.829063	22.870001
6099	100026.632812	108.662910	22.870001
6165	100026.140625	108.704582	22.870001
6230	100026.632812	108.662910	22.870001
6296	100025.953125	108.720329	22.870001
6361	100026.664062	108.660370	22.879999
6427	100026.632812	108.567902	22.870001
6493	100025.625000	108.748276	22.870001
6558	100026.632812	108.662910	22.870001
6624	100024.171875	108.870224	22.870001
6693	100027.445312	108.594322	22.870001
6759	100027.765625	108.567902	22.870001
6824	100030.062500	108.374825	22.879999
6889	100027.921875	108.554688	22.870001
6955	100027.921875	108.554688	22.870001
7021	100030.062500	108.374825	22.879999
7087	100027.281250	108.608551	22.870001
7152	100028.414062	108.513535	22.870001
7218	100030.062500	108.374825	22.879999
7283	100031.070312	108.289467	22.879999
7349	100028.093750	108.539955	22.870001
7415	100029.421875	108.524200	22.879999
7484	100024.203125	108.867683	22.870001
7550	100026.796875	108.649704	22.870001
7617	100027.796875	108.565361	22.879999
7683	100026.828125	108.646652	22.879999
7749	100023.718750	108.908333	22.870001
7815	100028.281250	108.524200	22.879999
7881	100025.625000	108.748276	22.870001
7947	100026.953125	108.635986	22.870001
8013	100024.171875	108.870224	22.870001
8079	100028.414062	108.513535	22.870001
8145	100025.531250	108.755898	22.879999
8211	100026.984375	108.633446	22.879999
8277	100026.500000	108.674095	22.879999
8507	100025.171875	108.785873	22.870001
8603	100026.500000	108.674095	22.879999
8682	100025.656250	108.745224	22.870001
8762	100022.875000	108.978958	22.870001
8835	100027.507812	108.589241	22.879999
8901	100025.335938	108.772156	22.870001
8967	100026.273438	108.693398	22.879999
9033	100025.726562	108.739128	22.879999
9099	100025.828125	108.730492	22.870001
9165	100027.148438	108.619728	22.879999
9231	100024.390625	108.851929	22.879999
9297	100024.718750	108.823982	22.879999
9366	100027.828125	108.562820	22.889999
9432	100027.671875	108.575523	22.879999
9498	100026.179688	108.619728	22.879999
9564	100027.640625	108.578064	22.879999
9630	100025.859375	108.727951	22.879999
9696	100027.148438	108.619728	22.879999
9762	100029.359375	108.433762	22.900000
9828	100027.281250	108.608551	22.870001
9894	100026.343750	108.687302	22.879999
9960	100030.812500	108.311821	22.900000
10026	100028.156250	108.534874	22.879999
10092	100028.796875	108.481018	22.879999
10158	100030.453125	108.341797	22.889999
10227	100029.289062	108.439354	22.879999
10293	100027.476562	108.591782	22.879999
10359	100029.031250	108.461708	22.900000
10425	100028.484375	108.507439	22.889999
10491	100027.640625	108.578064	22.879999
10557	100027.828125	108.739128	22.900000
10624	100025.562500	108.753357	22.889999
10690	100028.796875	108.481018	22.879999
10756	100028.515625	108.504898	22.889999
10822	100028.835938	108.477966	22.889999
10888	100029.843750	108.392609	22.900000
10954	100026.859375	108.643608	22.889999
11023	100026.757812	108.652756	22.900000
11089	100029.359375	108.433762	22.900000
11155	100029.156250	108.450531	22.889999
11221	100028.703125	108.488640	22.900000
11287	100030.843750	108.309280	22.900000
11353	100030.515625	108.336212	22.900000
11419	100030.156250	108.366692	22.900000
11485	100027.250000	108.611084	22.900000
11551	100027.250000	108.611084	22.900000
11617	100029.218750	108.587204	22.889999
11683	100026.375000	108.684761	22.879999
11749	100028.093750	108.539955	22.900000
11818	100027.250000	108.611084	22.900000
11884	100024.750000	108.821442	22.879999
11950	100026.757812	108.652756	22.900000
12016	100027.921875	108.554688	22.900000
12082	100028.375000	108.516579	22.900000
12148	100028.929688	108.469833	22.910000
12214	100026.593750	108.666473	22.900000
12280	100029.390625	108.431221	22.900000
12346	100028.054688	108.543510	22.900000
12412	100027.406250	108.598389	22.900000
12478	100027.250000	108.611084	22.900000
12544	100029.062500	108.458656	22.900000
12614	100029.062500	108.458656	22.900000
12680	100029.390625	108.431221	22.900000
12747	100031.523438	108.251358	22.910000
12813	100027.890625	108.557228	22.900000
12879	100031.328125	108.268127	22.900000
12945	100030.718750	108.319443	22.910000
13011	100031.031250	108.293022	22.910000
13076	100029.742188	108.401245	22.910000
13142	100031.328125	108.268127	22.900000
13207	100028.218750	108.529793	22.900000
13272	100031.171875	108.281334	22.900000
13337	100029.281250	108.440369	22.910000
13402	100026.562500	108.669014	22.889999
13471	100029.578125	108.415474	22.910000
13537	100027.921875	108.554688	22.900000
13603	100028.578125	108.499817	22.900000
13668	100026.343750	108.687302	22.910000
13733	100027.281250	108.608551	22.910000
13798	100026.109375	108.707123	22.900000
13863	100028.281250	108.524200	22.910000
13929	100027.632812	108.579079	22.910000
13995	100025.953125	108.720329	22.900000
14060	100029.875000	108.390068	22.900000
14125	100026.757812	108.652756	22.900000
14191	100028.093750	108.539955	22.900000
14260	100028.765625	108.483559	22.910000
14326	100027.960938	108.551643	22.910000
14392	100027.500000	108.589745	22.910000
14458	100028.796875	108.481018	22.910000
14524	100027.281250	108.608551	22.900000
14591	100028.023438	108.546051	22.910000
14657	100027.765625	108.567902	22.900000
14723	100029.093750	108.384987	22.910000
14789	100025.984375	108.717789	22.900000
14855	100031.554688	108.248817	22.910000
14921	100030.289062	108.355515	22.910000
14987	100028.796875	108.481018	22.910000
15056	100029.453125	108.425636	22.910000
15122	100027.343750	108.603470	22.910000
15188	100030.421875	108.344337	22.910000
15254	100030.617188	108.328079	22.910000
15320	100029.390625	108.431221	22.910000
15386	100028.281250	108.524200	22.910000
15452	100029.937500	108.384987	22.910000
15518	100030.000000	108.379906	22.920000
15584	100028.476562	108.507942	22.910000
15650	100029.312500	108.437317	22.910000
15716	100030.585938	108.330620	22.910000
15782	100029.281250	108.440369	22.910000
15851	100029.218750	108.567902	22.910000
15917	100030.062500	108.374825	22.910000
15983	100030.093750	108.371773	22.910000
16049	100030.937500	108.300644	22.910000
16115	100031.937500	108.216812	22.920000
16181	100030.093750	108.371773	22.910000
16247	100030.093750	108.371773	22.910000
16313	100030.320312	108.352470	22.920000
16379	100026.953125	108.635986	22.910000
16445	100028.476562	108.507942	22.910000
16511	100028.312500	108.521660	22.910000
16578	100030.781250	108.314362	22.910000
16647	100031.296875	108.270668	22.920000
16713	100028.609375	108.496765	22.910000
16779	100027.992188	108.549103	22.910000
16845	100033.078125	108.120781	22.920000
16911	100030.812500	108.453575	22.910000
16978	100030.289062	108.355515	22.910000
17044	100030.812500	108.311821	22.920000
17110	100029.156250	108.450531	22.910000
17176	100030.156250	108.366692	22.920000
17242	100029.156250	108.450531	22.910000
17308	100030.156250	108.366692	22.920000
17374	100030.320312	108.352470	22.920000
17443	100028.796875	108.481018	22.910000
17509	100029.312500	108.437317	22.910000
17575	100029.671875	108.407852	22.920000
17641	100030.320312	108.352470	22.920000
17707	100028.835938	108.477966	22.910000
17773	100028.703125	108.488640	22.920000
17839	100028.343750	108.519119	22.910000
17905	100029.382812	108.431732	22.920000
17971	100028.703125	108.488640	22.920000
18037	100027.531250	108.587204	22.910000
18103	100028.835938	108.477966	22.910000
18169	100028.898438	108.472374	22.920000
18235	100028.507812	108.505402	22.910000
18304	100026.109375	108.707123	22.920000
18370	100027.890625	108.557228	22.920000
18436	100028.054688	108.543510	22.920000
18503	100027.570312	108.584160	22.920000
18569	100028.375000	108.392609	22.920000
18635	100026.562500	108.669014	22.910000
18701	100029.515625	108.420555	22.920000
18767	100026.078125	108.709663	22.910000
18833	100028.609375	108.496765	22.930000
18899	100027.250000	108.611084	22.920000
18965	100028.218750	108.529793	22.920000
19031	100029.382812	108.431732	22.920000
19100	100028.312500	108.309280	22.920000
19165	100030.000000	108.379906	22.920000
19230	100030.359375	108.349419	22.920000
19295	100031.976562	108.213760	22.920000
19361	100030.812500	108.311821	22.920000
19426	100029.382812	108.431732	22.920000
19492	100033.625000	108.075058	22.930000
19558	100031.656250	108.243233	22.920000
19624	100032.953125	108.131454	22.920000
19690	100031.296875	108.270668	22.920000
19755	100032.140625	108.199532	22.920000
19821	100032.625000	108.158890	22.920000
19890	100029.250000	108.442909	22.930000
19956	100029.351562	108.434273	22.920000
20022	100030.843750	108.309280	22.920000
20088	100031.492188	108.253899	22.920000
20154	100031.453125	108.257965	22.920000
20219	100031.625000	108.243233	22.920000
20284	100031.328125	108.268127	22.920000
20349	100031.656250	108.240181	22.920000
20415	100032.812500	108.143135	22.930000
20481	100030.679688	108.322487	22.920000
20548	100032.882812	108.137039	22.940001
20614	100029.671875	108.407852	22.920000
20683	100029.484375	108.423096	22.910000
20749	100031.812500	108.227478	22.920000
20815	100029.000000	108.464249	22.910000
20881	100030.679688	108.322487	22.920000
20947	100030.515625	108.336212	22.920000
21013	100029.875000	108.390068	22.920000
21079	100029.031250	108.461708	22.920000
21146	100028.187500	108.499817	22.920000
21212	100031.687500	108.237640	22.930000
21278	100030.484375	108.338753	22.920000
21344	100028.093750	108.539955	22.920000
21410	100029.875000	108.390068	22.920000
21479	100029.710938	108.404289	22.920000
21545	100027.085938	108.624809	22.920000
21611	100031.195312	108.279305	22.930000
21677	100027.437500	108.595337	22.920000
21743	100029.062500	108.458656	22.920000
21809	100027.765625	108.567902	22.920000
21875	100030.187500	108.364151	22.920000
21941	100030.843750	108.309280	22.920000
22007	100027.921875	108.554688	22.920000
22073	100030.546875	108.333672	22.930000
22139	100030.679688	108.322487	22.920000
22205	100030.718750	108.377365	22.920000
22271	100029.218750	108.445450	22.920000
22340	100030.679688	108.322487	22.920000
22406	100030.875000	108.306229	22.930000
22473	100032.328125	108.183784	22.930000
22539	100028.609375	108.496765	22.930000
22605	100028.898438	108.472374	22.920000
22671	100029.093750	108.456116	22.930000
22737	100028.093750	108.539955	22.920000
22803	100029.031250	108.461708	22.930000
22869	100028.539062	108.502861	22.920000
22935	100031.234375	108.276253	22.930000
23001	100030.000000	108.379906	22.920000
23067	100028.375000	108.516579	22.920000
23136	100029.218750	108.445450	22.920000
23202	100026.625000	108.663933	22.920000
23268	100029.218750	108.445450	22.920000
